Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
0633,080212,B,346.38,160,1365
0635,003480,A,940.65,36,352
0635,01611,A,954.38,79,852
0635,01611,B,896.04,25,260
0635,01611,C,287.15,187,1953
0635,01611,D,54.42,164,1627
0635,020109,B,934.41,81,865
0635,031779,B,1046.55,62,540
0637,01611,A,957.35,195,2015
0637,01611,B,99.53,24,215
0637,01611,D,938.18,95,871
0637,020109,C,836.44,142,1254
0637,031779,A,330.82,21,179
0637,080212,B,571.41,69,585
0642,003480,A,21.18,151,1496
0642,01611,A,1192.32,118,1149
0642,01611,B,1056.28,40,394
0642,020109,A,921.80,183,1905
0642,020109,C,910.32,16,144
0642,031779,A,160.72,131,1300
0642,080212,C,153.32,147,1316
0644,003480,B,934.98,85,880
0644,003480,C,1280.80,79,669
0644,01611,B,771.19,75,702
0644,020109,A,5.31,173,1804
0644,020109,C,252.94,108,918
0644,080212,A,1116.05,115,1096
0644,080212,C,939.61,4,36
0649,003480,B,654.79,5,52
0649,01611,D,739.17,53,523
0649,020109,B,747.20,119,1189
0649,020109,C,46.66,130,1360
0649,031779,C,557.19,43,434
0649,031779,D,113.03,9,89
0651,003480,C,1125.07,68,591
0651,01611,C,639.65,114,1125
0651,01611,D,524.86,24,227
0651,080212,A,542.79,156,1605
0651,080212,C,818.83,25,264
0655,003480,A,682.38,180,1709
0655,01611,A,661.50,25,258
0655,01611,B,838.11,78,661
0655,020109,B,357.35,20,195
0655,020109,C,25.17,27,238
0655,031779,A,727.41,123,1278
0655,080212,B,1216.12,50,476
0659,003480,A,948.52,168,1575
0659,003480,C,377.65,61,597
0659,020109,C,152.79,199,2139
0659,031779,A,287.73,196,2074
0659,031779,B,858.15,14,139
0659,031779,C,559.84,141,1509
0659,080212,B,908.22,81,854
0660,003480,B,231.25,113,1010
0660,01611,B,1191.49,160,1554
0660,020109,A,157.71,90,871
0660,031779,B,774.72,87,843
0660,031779,C,975.64,41,354
066,003480,A,22.77,194,2086
066,003480,B,129.90,189,1691
066,003480,C,19.27,135,1221
0660,080212,A,780.16,146,1501
0660,080212,B,1255.04,163,1413
066,01611,A,68.05,9,79
066,01611,D,118.31,178,1822
066,020109,B,96.62,102,992
066,031779,B,97.91,176,1691
066,080212,C,117.32,64,549
0669,003480,A,1021.45,116,1067
0669,003480,B,892.50,86,794
0669,003480,C,391.71,137,1472
0669,003480,D,958.74,33,297
0669,01611,B,487.67,189,1724
0669,031779,A,763.13,32,338
0669,031779,B,861.60,98,920
0671,003480,B,398.43,14,119
0671,01611,B,416.70,130,1170
0671,020109,C,1122.59,132,1416
0671,020109,D,1008.67,6,60
0671,031779,B,78.08,128,1270
0675,01611,B,1334.88,100,1002
0675,01611,D,897.04,78,789
0675,020109,C,188.60,110,1146
0675,031779,B,325.10,6,52
0675,080212,C,365.24,194,1860
0679,003480,B,464.98,27,263
0679,003480,C,710.21,9,76
0679,01611,B,1190.35,164,1413
0679,020109,A,636.03,79,819
0679,020109,C,1272.71,89,929
0679,031779,A,942.48,26,220
0679,031779,C,481.18,53,536
0685,003480,A,906.48,200,1973
0685,003480,C,1355.25,74,783
0685,003480,D,834.87,127,1137
0685,01611,B,1139.84,173,1858
0685,01611,C,1077.43,176,1832
0685,020109,B,894.10,71,712
0685,020109,C,123.67,185,1772
0685,080212,A,41.42,67,575
0685,080212,B,11.13,25,234
0685,080212,C,655.66,195,1702
0685,080212,D,710.17,149,1454
0688,003480,B,924.87,40,366
0688,01611,A,23.04,125,1050
0688,01611,C,52.91,42,452
0688,020109,A,856.48,164,1400
0688,020109,B,793.50,65,606
0688,031779,C,236.00,189,1859
0688,031779,D,243.63,59,587
0688,080212,A,1122.29,84,837
0688,080212,C,1227.55,182,1893
0688,080212,D,140.18,92,814
0690,003480,C,784.95,72,760
0690,01611,A,1303.78,195,1706
0690,01611,B,596.52,188,1975
0690,01611,D,315.02,38,380
0690,020109,A,1218.53,182,1899
0690,020109,B,1123.22,73,724
0690,020109,C,29.62,31,275
0690,020109,D,622.58,173,1549
0690,031779,A,969.65,109,1009
0690,031779,B,680.59,163,1601
0690,031779,C,818.48,126,1298
0690,031779,D,1010.19,199,1996
069,003480,C,119.52,80,744
0690,080212,A,355.71,169,1709
0690,080212,B,945.27,95,887
0690,080212,D,1222.57,169,1790
069,01611,B,121.14,178,1805
069,01611,C,17.08,5,45
069,01611,D,66.74,135,1189
069,031779,A,5.47,44,463
069,080212,B,104.93,31,312
069,080212,C,98.57,3,30
0691,003480,A,201.19,114,1025
0691,003480,D,314.40,63,679
0691,01611,B,1155.07,26,252
0691,01611,C,1191.35,106,969
0691,031779,B,799.06,55,590
0691,031779,C,724.32,55,507
0691,031779,D,381.82,195,1802
0693,003480,A,1034.05,103,956
0693,003480,B,1343.23,26,264
0693,01611,A,787.52,11,93
0693,01611,B,979.49,187,1798
0693,01611,C,207.96,5,42
0693,020109,A,721.29,32,319
0693,020109,B,670.14,184,1906
0693,020109,C,52.06,96,957
0693,020109,D,619.22,84,876
0693,031779,B,850.84,87,931
0693,031779,C,870.67,17,159
0693,080212,B,942.10,51,530
0693,080212,C,373.41,51,462
0693,080212,D,924.80,50,445
0694,003480,B,1034.04,3,31
0694,003480,C,1153.28,41,363
0694,01611,C,1187.31,72,637
0694,031779,A,753.05,200,1834
0694,031779,B,358.65,30,302
0694,080212,B,192.79,72,679
0694,080212,D,258.37,93,924
0701,003480,B,1300.82,105,948
0701,01611,A,1139.06,89,819
0701,01611,C,725.94,133,1261
0701,020109,B,1390.13,124,1088
0701,031779,C,1178.38,169,1701
0701,080212,A,736.11,182,1687
0701,080212,D,215.59,71,649
07,020109,A,11.42,135,1316
07,020109,B,0.21,22,232
07,020109,C,5.89,124,1179
07,020109,D,3.17,2,18
07,031779,B,12.98,169,1570
0704,003480,B,1336.00,181,1786
0704,01611,A,132.84,34,291
0704,01611,C,601.45,174,1768
0704,020109,A,729.78,188,1599
0704,020109,B,752.48,13,129
0704,031779,B,33.89,156,1321
0704,080212,C,216.94,28,238
0707,003480,D,309.85,31,318
0707,01611,B,1300.60,25,234
0707,01611,C,140.89,118,1166
0707,020109,A,121.99,12,112
0707,020109,C,1153.75,142,1477
0707,020109,D,1270.30,57,502
0707,031779,B,200.29,13,131
0707,031779,C,1283.86,196,1960
0707,031779,D,587.41,91,886
0707,080212,A,370.34,177,1743
0707,080212,B,318.75,87,864
0707,080212,D,738.69,197,2004
0710,003480,B,445.85,73,650
0710,003480,C,190.57,83,769
0710,01611,A,1058.53,104,1113
0710,01611,C,1037.95,1,9
0710,01611,D,709.61,58,571
0710,020109,A,1008.65,81,708
0710,020109,D,1142.94,110,1147
0710,031779,B,757.88,160,1589
0710,031779,C,134.65,173,1620
071,01611,B,59.84,95,920
071,01611,C,9.15,132,1258
071,020109,A,92.79,89,769
071,020109,B,67.98,118,1045
071,020109,D,136.12,156,1638
071,031779,A,122.52,155,1555
071,080212,B,127.72,81,689
0711,003480,A,492.14,78,727
0711,01611,B,772.43,179,1616
0711,01611,C,26.66,177,1856
0711,020109,A,1067.34,160,1540
0711,020109,B,1181.62,68,577
0711,020109,C,1386.39,21,222
0711,020109,D,1184.29,132,1232
0711,031779,C,50.66,158,1695
0717,003480,A,471.93,161,1511
0717,01611,B,1063.79,102,994
0717,01611,C,1211.47,143,1354
0717,01611,D,850.26,53,528
0717,020109,B,393.56,182,1778
0717,031779,C,183.35,106,1049
0717,080212,C,404.60,163,1391
0722,003480,B,251.93,36,366
0722,003480,D,103.19,166,1741
0722,01611,C,30.16,57,522
0722,020109,B,494.53,153,1301
0722,020109,C,1057.00,182,1640
0722,031779,A,624.45,158,1626
0722,080212,B,270.90,143,1478
0723,01611,B,67.48,122,1029
0723,01611,C,115.56,69,643
0723,01611,D,96.29,59,587
0723,020109,C,718.30,118,1150
0723,031779,A,151.70,48,428
0723,031779,B,729.34,193,1848
0723,031779,C,7.31,172,1649
0726,003480,A,1159.60,125,1187
0726,003480,B,927.38,82,777
0726,003480,C,544.83,131,1228
0726,003480,D,1002.25,154,1622
0726,01611,A,542.01,112,1142
0726,01611,B,62.32,139,1480
0726,01611,C,490.16,165,1721
0726,01611,D,141.24,132,1376
0726,020109,B,373.36,25,228
0726,020109,D,1040.05,33,314
0726,031779,A,1205.81,31,262
0726,031779,C,579.08,4,40
0726,080212,C,343.27,1,9
0732,003480,C,301.25,188,1984
0732,01611,C,278.71,98,962
0732,01611,D,789.78,149,1513
0732,020109,B,290.44,82,763
0732,031779,B,621.95,39,381
0732,031779,C,1232.60,1,11
0732,080212,A,1304.68,34,322
0732,080212,B,883.28,181,1920
0732,080212,C,318.37,44,451
0743,003480,B,557.67,133,1273
0743,003480,C,1097.39,157,1504
0743,01611,A,955.16,158,1403
0743,01611,D,1431.59,16,165
0743,031779,A,834.68,82,789
0743,031779,C,943.12,141,1303
0743,080212,B,132.45,138,1259
0743,080212,D,466.09,31,285
0745,003480,B,116.99,59,541
0745,003480,C,702.67,18,154
0745,003480,D,1400.41,30,306
0745,01611,C,986.27,49,517
0745,01611,D,362.52,131,1188
0745,020109,B,988.78,76,709
0745,020109,C,1047.33,102,870
0745,031779,B,942.41,59,586
0745,080212,C,1221.62,92,807
0748,003480,A,1075.54,170,1511
0748,003480,B,1165.43,115,1049
0748,003480,D,754.98,61,626
0748,01611,C,787.30,137,1300
0748,020109,A,1005.28,86,881
0748,020109,D,625.66,37,393
0748,031779,A,1234.08,46,441
0748,080212,B,56.00,87,801
0757,003480,A,383.22,27,263
0757,01611,B,308.68,105,1120
0757,01611,C,291.84,29,295
0757,020109,A,242.16,0,0
0757,031779,C,891.84,67,567
0757,080212,A,1393.08,84,882
0757,080212,C,985.20,169,1443
0761,003480,A,372.03,141,1188
0761,003480,B,1288.27,55,591
0761,01611,B,435.35,191,1732
0761,01611,D,717.32,89,947
0761,020109,A,1225.40,6,60
0761,020109,C,296.86,6,57
0761,020109,D,1134.84,143,1433
0761,031779,A,854.30,180,1790
0761,031779,B,914.06,22,190
0761,031779,D,1107.75,181,1845
0761,080212,C,1234.44,47,490
0761,080212,D,889.15,93,929
0767,003480,C,1404.68,58,588
0767,01611,A,290.82,125,1071
0767,01611,C,749.95,174,1746
0767,020109,C,1399.43,182,1831
0767,020109,D,949.44,65,689
0767,080212,C,625.10,117,1161
0767,080212,D,842.63,26,272
0773,003480,A,659.99,178,1541
0773,020109,A,39.17,43,372
0773,031779,C,1384.78,200,1961
0773,080212,A,17.29,175,1486
0773,080212,D,845.85,179,1847
0780,003480,C,1203.89,42,370
0780,01611,A,1482.46,101,1033
0780,020109,B,788.08,70,688
0780,020109,C,589.89,198,1863
0780,020109,D,745.78,173,1715
0780,031779,A,615.54,139,1406
0780,031779,C,1092.01,93,940
0787,003480,A,40.35,144,1445
0787,01611,A,889.12,160,1533
0787,01611,C,1561.07,135,1275
0787,01611,D,210.95,49,501
0787,031779,A,850.16,127,1351
0787,031779,C,1352.78,30,323
0787,080212,C,26.48,118,992
0794,003480,B,247.28,166,1546
0794,020109,A,772.41,2,18
0794,020109,B,342.91,86,775
0794,020109,C,353.78,36,333
0794,020109,D,1396.48,185,1625
0794,031779,C,1410.13,118,1274
0794,080212,B,1143.29,171,1484
0799,003480,A,1442.31,118,1156
0799,020109,A,205.68,100,861
0799,020109,C,134.82,24,232
0799,020109,D,1461.98,44,400
0799,031779,A,1572.46,142,1448
0799,031779,C,860.69,21,189
0799,080212,B,143.73,191,1958
0801,01611,B,1049.68,121,1188
0801,01611,C,1474.19,32,275
0801,01611,D,1064.49,169,1535
0801,020109,A,945.83,132,1121
0801,020109,B,1287.79,128,1338
0801,031779,C,1132.17,25,234
0801,080212,A,907.57,124,1325
0801,080212,B,116.59,62,542
0801,080212,C,972.60,142,1196
0802,003480,B,1478.65,140,1308
0802,003480,D,412.91,174,1684
0802,01611,A,265.08,20,179
0802,01611,B,386.67,47,495
0802,01611,C,358.79,83,884
0802,020109,C,1027.78,145,1269
0802,031779,B,1019.79,139,1181
0811,003480,B,129.68,26,257
0811,003480,C,85.30,157,1496
0811,003480,D,196.60,123,1309
0811,01611,A,1510.16,23,229
0811,020109,C,726.94,189,1614
0811,031779,B,174.72,151,1551
0811,031779,C,1430.26,78,775
0811,080212,A,143.02,200,1956
0811,080212,B,353.19,70,640
0811,080212,C,54.47,23,235
0811,080212,D,1423.66,29,304
0820,003480,A,1007.41,118,1206
0820,003480,D,728.50,53,496
0820,01611,A,1541.25,110,1112
0820,01611,B,1142.72,186,1620
0820,031779,A,916.51,171,1453
0820,031779,B,381.67,73,656
0820,080212,B,212.76,29,275
0826,003480,A,162.06,174,1629
0826,01611,A,1315.62,51,526
0826,01611,B,1354.57,7,63
0826,01611,C,573.46,31,273
0826,020109,B,428.17,103,1104
0826,031779,B,609.93,102,1080
0826,031779,C,508.07,19,168
0826,080212,A,1079.76,102,1023
0826,080212,D,1207.16,112,1028
0831,003480,A,485.68,7,75
0831,003480,C,1019.86,44,372
0831,01611,A,1011.26,34,326
0831,020109,A,785.32,155,1320
0831,031779,A,985.13,192,1637
0831,031779,B,192.49,148,1527
0831,080212,B,1402.27,132,1388
0837,003480,B,366.96,152,1289
0837,01611,A,1552.47,4,39
0837,01611,D,2.47,181,1574
0837,020109,C,815.74,84,795
0837,080212,C,965.69,36,304
0842,003480,A,1232.24,69,624
0842,003480,C,289.76,83,794
0842,031779,A,726.27,156,1345
0842,031779,B,591.65,142,1372
0842,031779,D,700.01,183,1897
0842,080212,A,1347.46,36,370
0842,080212,B,1370.76,84,827
0842,080212,C,25.72,57,564
0842,080212,D,495.78,30,284
0866,003480,B,579.78,118,1115
0866,003480,C,1091.77,176,1687
0866,01611,B,90.63,21,211
0866,020109,A,1290.45,59,571
0866,080212,D,1665.67,127,1300
0883,003480,B,1397.25,126,1230
0883,01611,B,386.01,65,561
0883,020109,C,1689.29,10,101
0883,031779,A,860.87,0,0
0883,031779,B,1260.51,4,34
0883,080212,A,1323.78,107,1099
0883,080212,C,168.19,184,1703
0884,01611,C,932.16,29,254
0884,01611,D,1042.55,131,1131
0884,020109,A,1339.79,56,523
0884,020109,B,735.51,9,82
0884,031779,A,821.34,141,1242
0884,080212,A,801.81,25,217
0884,080212,B,1613.70,10,99
0890,01611,B,617.75,112,1121
0890,01611,C,130.08,186,1935
0890,01611,D,77.69,59,552
0890,080212,A,499.92,140,1251
0890,080212,C,1640.24,141,1507
0890,080212,D,386.06,145,1353
0893,01611,A,1176.57,54,536
0893,01611,B,927.83,135,1434
0893,01611,C,1648.60,164,1449
0893,020109,B,719.72,64,686
0893,020109,D,205.85,119,1129
0893,031779,C,701.84,126,1090
0893,080212,C,310.78,31,306
0894,003480,A,489.67,38,360
0894,003480,C,774.60,198,1935
0894,020109,B,1394.30,7,75
0894,020109,C,1722.25,41,352
0894,020109,D,291.25,36,370
0894,031779,A,852.13,47,504
0894,031779,B,1117.49,53,551
0898,003480,A,1304.22,130,1324
0898,003480,B,657.12,36,344
0898,003480,C,515.20,44,459
0898,020109,A,1453.09,86,902
0898,020109,D,494.92,25,232
0898,080212,A,1238.58,161,1602
0898,080212,B,730.24,177,1760
0899,01611,A,624.64,193,1816
0899,01611,B,1012.11,90,893
0899,020109,A,1039.24,85,889
0899,031779,A,145.94,182,1541
0899,031779,B,363.83,168,1633
0899,080212,B,456.74,23,237
0899,080212,C,1080.51,166,1626
0906,01611,A,1114.17,122,1031
0906,01611,D,116.18,188,1941
0906,020109,B,899.73,198,1755
0906,020109,D,1082.41,120,1160
0906,031779,C,1359.68,131,1153
0906,031779,D,1303.83,137,1164
0906,080212,C,1770.26,171,1527
091,003480,A,35.04,158,1531
091,003480,C,177.54,152,1518
091,003480,D,32.71,81,749
091,01611,A,155.64,194,1902
091,01611,B,59.87,32,307
091,031779,A,112.48,21,226
091,031779,B,96.83,150,1313
091,080212,C,6.79,38,322
0919,003480,A,237.55,41,369
0919,003480,B,1058.50,58,622
0919,01611,B,1314.45,5,49
0919,01611,C,325.44,8,71
0919,020109,C,779.20,187,1983
0919,080212,B,1745.61,198,1715
0919,080212,D,1312.02,36,360
0923,01611,A,299.72,159,1415
0923,01611,D,1496.75,51,526
0923,080212,A,75.89,100,1001
0923,080212,B,1153.40,56,603
0930,01611,A,1351.50,69,717
0930,020109,C,272.54,128,1162
0930,031779,A,569.56,149,1278
0930,080212,A,1265.53,8,72
0930,080212,B,721.54,124,1140
0930,080212,C,1445.15,37,361
0930,080212,D,1697.94,187,1833
0938,003480,A,865.17,193,1738
0938,01611,A,1276.04,169,1738
0938,01611,B,470.54,114,968
0938,020109,A,1463.56,9,82
0938,031779,A,1686.84,15,157
0938,031779,C,669.09,102,898
0938,080212,C,1870.80,54,491
0939,003480,C,1749.07,179,1867
0939,01611,A,1507.60,79,759
0939,020109,A,710.64,173,1551
0939,031779,C,191.75,142,1339
0939,031779,D,1473.17,34,303
0940,003480,A,1833.17,185,1876
0940,003480,B,268.35,160,1575
0940,01611,A,1260.71,129,1138
0940,020109,B,1011.65,39,345
0940,020109,C,485.94,28,260
0940,031779,B,226.30,50,468
094,003480,B,129.22,83,785
0940,080212,B,1387.23,168,1568
094,01611,A,62.65,75,755
094,01611,B,1.37,69,588
094,020109,A,59.81,166,1690
094,020109,B,88.07,110,958
094,020109,C,178.50,197,1841
094,020109,D,136.38,90,760
094,031779,A,181.73,167,1712
094,080212,B,23.85,195,1835
094,080212,C,43.63,11,109
0949,003480,C,1467.84,176,1579
0949,003480,D,31.09,144,1304
0949,01611,B,1489.69,110,947
0949,031779,C,1690.24,182,1618
0949,080212,A,1432.08,192,1951
0949,080212,B,843.24,73,660
0949,080212,C,1467.17,171,1715
097,003480,C,25.11,142,1280
097,01611,B,150.74,40,396
097,01611,C,7.31,6,58
097,020109,C,158.66,36,325
097,020109,D,190.02,155,1326
097,031779,C,126.66,30,288
097,080212,B,115.56,41,440
097,080212,C,45.69,178,1732
0972,003480,C,179.16,169,1710
0972,01611,C,47.27,98,891
0972,031779,A,712.35,46,483
0972,031779,D,439.87,182,1829
0972,080212,B,222.70,150,1289
0972,080212,C,471.45,153,1289
0972,080212,D,1487.09,147,1475
0976,003480,A,1074.96,117,1262
0976,01611,A,197.04,157,1473
0976,01611,D,105.07,76,668
0976,020109,B,173.43,199,2069
0976,031779,A,1003.39,131,1191
0976,031779,B,103.61,99,1057
0976,031779,C,146.91,28,256
0980,003480,A,1458.22,10,86
0980,003480,C,1582.38,162,1373
0980,01611,B,176.31,43,421
0980,020109,C,86.55,19,204
0980,031779,A,1896.09,61,599
098,003480,A,193.94,3,29
0980,080212,A,1290.26,34,315
0980,080212,B,227.57,52,467
098,01611,A,39.18,192,2073
098,01611,C,93.65,3,28
098,020109,C,170.36,99,844
098,031779,C,27.00,6,55
098,080212,A,168.15,125,1273
098,080212,D,165.98,123,1235
0984,003480,A,1854.57,82,827
0984,01611,A,126.05,24,230
0984,01611,C,1144.37,96,945
0984,020109,B,555.12,187,1936
0984,031779,A,1585.88,37,324
0984,031779,D,646.69,123,1145
0984,080212,A,490.64,159,1687
0987,003480,A,873.53,103,909
0987,003480,D,315.34,59,545
0987,01611,B,494.14,125,1167
0987,01611,C,1962.14,61,570
0987,020109,C,1489.37,200,2015
0987,031779,A,1597.44,136,1207
0987,031779,B,1453.12,104,1106
0988,003480,A,332.33,90,800
0988,003480,C,508.31,102,877
0988,020109,B,856.22,199,1974
0988,020109,C,1322.44,173,1787
0988,031779,D,1819.06,162,1412
0993,003480,A,746.75,8,80
0993,003480,B,1577.44,21,212
0993,020109,C,1840.57,38,339
0993,031779,D,280.87,86,878
0993,080212,C,1673.73,163,1705
1002,003480,A,1.50,64,609
1002,003480,B,1.78,56,526
1002,003480,C,2.64,43,406
1002,003480,D,2.28,46,420
1002,01611,A,3.72,6,64
1002,020109,A,2.59,188,1774
1002,020109,C,2.68,150,1498
1002,080212,A,1.36,83,749
1009,003480,A,9.28,162,1491
1009,01611,C,14.66,129,1307
1009,020109,A,3.91,86,769
1009,020109,B,7.92,121,1162
1009,020109,C,2.68,191,1714
1009,020109,D,15.56,150,1504
1009,031779,A,16.96,110,931
1009,031779,C,10.96,156,1635
1009,080212,B,9.64,19,174
1009,080212,D,14.83,65,617
1015,003480,B,25.77,133,1273
1015,003480,C,3.15,183,1852
1015,01611,B,29.66,121,1221
1015,020109,B,5.05,46,468
1015,031779,A,19.61,71,638
1015,080212,B,0.02,54,520
1015,080212,C,28.21,125,1286
1023,003480,A,42.55,118,1011
1023,020109,B,42.06,165,1689
1023,020109,D,11.69,127,1348
1023,031779,C,37.11,143,1447
1023,080212,B,37.71,29,246
1029,003480,A,45.97,40,373
1029,01611,C,8.73,188,2000
1029,020109,A,29.24,74,623
1029,020109,B,56.23,13,118
1029,020109,C,57.77,185,1914
1029,031779,B,3.39,6,56
1029,080212,C,23.21,183,1876
1031,020109,A,23.17,84,850
1031,020109,B,34.58,103,883
1031,031779,A,0.09,17,169
1031,031779,D,4.86,156,1555
1031,080212,A,22.25,38,331
1031,080212,C,24.40,50,442
1042,01611,B,76.02,79,776
1042,01611,C,38.86,25,257
1042,020109,A,31.62,1,11
1042,020109,C,28.07,200,1722
1042,020109,D,74.72,3,30
1042,080212,B,9.29,37,338
1042,080212,D,68.63,70,604
1047,003480,C,15.32,196,2077
1047,01611,C,58.31,148,1581
1047,020109,A,57.27,173,1541
1047,020109,B,75.13,176,1870
1047,020109,C,72.31,82,883
1047,080212,B,25.68,103,911
1047,080212,C,54.09,99,1063
1055,003480,A,12.23,39,375
1055,003480,B,0.52,92,851
1055,01611,B,68.00,77,660
1055,01611,C,4.60,48,487
1055,020109,A,98.85,85,719
1055,031779,B,12.45,76,751
1055,080212,A,19.48,142,1313
1055,080212,C,78.16,93,783
1057,003480,B,45.83,59,588
1057,003480,D,2.04,200,1900
1057,031779,A,56.81,118,1231
1057,031779,B,59.65,13,133
1057,031779,C,38.05,10,89
1057,080212,A,25.40,27,270
1057,080212,B,13.64,83,752
1078,003480,C,87.18,138,1287
1078,01611,B,136.06,176,1699
1078,01611,C,10.84,100,908
1078,01611,D,151.08,13,120
1078,020109,B,1.05,142,1440
1078,020109,C,98.58,59,582
1078,031779,A,94.48,42,381
1078,031779,C,152.95,50,512
1078,080212,A,9.16,166,1469
1078,080212,D,60.18,56,492
1086,01611,A,57.03,60,633
1086,01611,B,104.83,173,1672
1086,01611,D,131.31,1,10
1086,020109,A,78.08,59,508
1086,020109,B,41.25,38,355
1086,031779,C,76.90,73,656
1086,031779,D,21.94,138,1255
1086,080212,A,102.71,132,1272
1086,080212,B,57.19,159,1673
1086,080212,C,155.32,128,1156
1092,003480,C,39.63,80,859
1092,003480,D,74.18,64,547
1092,01611,B,54.63,117,1073
1092,01611,C,55.60,82,872
1092,031779,B,47.61,10,97
1092,031779,C,25.00,72,642
1092,031779,D,151.95,8,77
1094,003480,B,78.24,195,1829
1094,003480,C,187.22,131,1171
1094,01611,A,60.92,51,500
1094,01611,B,140.53,58,602
1094,01611,C,110.80,39,362
1094,01611,D,125.96,76,692
1094,031779,A,95.34,59,576
1097,003480,C,158.35,25,222
1097,01611,C,106.32,148,1548
1097,020109,A,109.26,123,1258
1097,031779,B,94.25,98,950
1097,031779,C,179.57,85,781
1097,031779,D,78.38,70,611
1101,003480,A,112.84,60,599
1101,003480,B,114.96,68,606
1101,01611,C,32.41,85,730
1101,020109,A,125.11,124,1186
1101,020109,C,148.86,48,450
1101,031779,B,197.12,26,250
1101,031779,C,18.75,128,1323
1101,080212,B,137.53,15,155
1114,003480,B,58.68,0,0
1114,01611,C,93.27,189,1692
1114,01611,D,165.86,190,1909
1114,020109,A,119.24,134,1333
1114,020109,C,64.66,82,738
1114,031779,A,146.60,190,1968
1114,031779,B,114.52,154,1432
1127,003480,B,248.41,194,1835
1127,003480,C,221.85,36,304
1127,003480,D,101.18,113,1111
1127,020109,B,24.02,69,686
1127,020109,C,162.33,43,414
1127,031779,B,253.35,106,904
1127,031779,D,17.23,88,884
1130,01611,B,13.26,73,646
1130,01611,D,2.36,187,1609
1130,020109,A,249.75,200,1795
1130,020109,B,47.08,185,1634
1130,020109,C,157.04,22,205
1130,031779,A,242.99,82,737
1130,031779,C,102.93,157,1453
1130,031779,D,10.32,80,791
1130,080212,A,117.26,42,391
1130,080212,B,88.05,188,1695
1130,080212,C,21.61,179,1560
1140,003480,A,108.62,186,1952
1140,003480,B,34.78,123,1205
1140,003480,C,236.56,107,1006
1140,003480,D,147.42,44,461
1140,01611,C,214.16,131,1143
1140,020109,C,11.18,155,1470
1140,031779,A,225.48,50,468
1140,080212,C,116.35,138,1345
1148,003480,A,195.59,170,1786
1148,003480,B,27.84,16,155
1148,020109,C,228.55,78,834
1148,020109,D,267.03,25,218
1148,080212,A,68.43,71,600
1148,080212,C,232.04,27,264
1148,080212,D,22.69,183,1664
1151,003480,A,0.38,152,1441
1151,003480,D,178.67,113,1155
1151,01611,A,98.56,91,938
1151,01611,B,1.44,118,1085
1151,020109,A,301.16,45,438
1151,020109,B,196.64,186,1885
1151,020109,C,189.20,88,885
1151,020109,D,188.19,117,1065
1151,031779,B,65.25,101,1060
1151,080212,A,22.36,60,574
1151,080212,B,206.80,101,958
1158,003480,B,127.55,172,1613
1158,01611,B,276.24,68,724
1158,01611,D,274.65,89,932
1158,020109,A,286.41,44,466
1160,003480,A,3.00,120,1109
1160,01611,B,222.60,26,268
1160,01611,C,201.63,155,1359
1160,01611,D,68.05,123,1127
1160,020109,A,64.33,195,1842
1160,031779,A,163.25,6,64
1160,080212,A,149.16,39,353
1160,080212,C,77.07,44,474
1163,01611,A,36.32,136,1293
1163,020109,A,100.53,98,1047
1163,020109,B,285.76,63,632
1163,020109,C,201.12,24,254
1163,031779,A,142.29,135,1207
1163,031779,D,294.24,188,1636
1163,080212,A,185.23,155,1493
1163,080212,B,22.90,39,419
1169,003480,C,54.14,45,378
1169,01611,A,204.39,40,383
1169,01611,B,19.67,143,1284
1169,01611,C,61.39,70,625
1169,01611,D,204.15,129,1280
1169,020109,C,142.78,148,1406
1169,031779,B,93.67,128,1310
1169,031779,C,126.19,162,1646
1169,031779,D,295.89,79,668
1169,080212,A,310.62,68,590
1169,080212,B,253.38,93,814
1169,080212,C,259.12,125,1194
1170,003480,A,272.10,0,0
1170,003480,D,189.97,144,1321
1170,020109,A,274.98,15,155
1170,020109,B,204.50,33,301
1170,020109,C,100.09,139,1477
1170,020109,D,115.59,185,1783
1170,031779,C,307.38,12,110
